id3	sample_id	sample_type	purity_ascat	purity_absolute	purity_remixt	purity_purple	purity_estimate	purity_hatchet	ploidy_ascat	ploidy_absolute	ploidy_remixt	ploidy_purple	ploidy_hatchet
HCM-BROD-1128-C15	HCM-BROD-1128-C15-06A	T	0.29	0.29	0.298134634	0.29	NA	0.301833	2.65	2.8	2.646327305	2.88	2.757371901
HCM-CSHL-0058-C34	HCM-CSHL-0058-C34-01B	T	0.47	0.29	defer	0.32	0.4	0.260281	1.95	2.09	defer	2.06	6.947146533
HCM-CSHL-0177-C25	HCM-CSHL-0177-C25-01B	T	0.21	0.29	0.28	0.34	0.65	0.317038	3.45	1.77	2.27	1.78	1.744446316
HCM-CSHL-0186-C25	HCM-CSHL-0186-C25-01A	T	0.33	0.29	0.28	0.29	0.62	0.299873	1.65	1.95	2.29	1.94	1.904206883
HCM-SANG-1309-C25	HCM-SANG-1309-C25-01A	T	0.3	0.29	0.277480913	0.31	NA	0.332266	1.75	1.72	2.132964887	1.76	1.739748646
HCM-SANG-1336-C15	HCM-SANG-1336-C15-01A	T	0.43	0.29	0.302168369	0.3	NA	0.289586	1.45	2.93	2.678260234	2.92	3.083281596
HCM-CSHL-0060-C18	HCM-CSHL-0060-C18-01B	T	0.51	0.3	NA	0.36	0.7	0.243632	1.95	3.36	NA	3.1	3.408900748
HCM-CSHL-0064-C18	HCM-CSHL-0064-C18-01A	T	0.33	0.3	0.3	0.33	0.9	0.307962	3.65	4.16	4.04	3.95	4.149209361
HCM-CSHL-0382-C19	HCM-CSHL-0382-C19-01A	T	0.39	0.3	0.27	0.31	0.51	0.309174	2.1	2.69	2.96	2.6	2.68356683
HCM-CSHL-0403-C25	HCM-CSHL-0403-C25-01B	T	0.46	0.3	0.32	0.36	0.42	0.172533	1.75	1.97	2.24	1.94	3.205583807
HCM-WCMC-0786-C34	HCM-WCMC-0786-C34-01A	T	0.35	0.3	0.14	0.36	0.46	0.0726051	1.85	2.05	2.51	1.96	2.238488205
HCM-WCMC-0948-C67	HCM-WCMC-0948-C67-01A	T	0.39	0.3	no normal	0.33	0.57	0.282831	1.9	2.92	no normal	2.86	3.228699724
HCM-SANG-0535-C20	HCM-SANG-0535-C20-08A	T	0.29	0.3	0.272895486	0.28	NA	0.0938648	2.35	2.14	2.360514142	2.04	3.023979559
HCM-CSHL-0074-C25	HCM-CSHL-0074-C25-01A	T	0.38	0.31	0.29	0.34	0.44	0.324846	1.8	1.95	2.26	1.9	1.916526313
HCM-CSHL-0460-C50	HCM-CSHL-0460-C50-01B	T	0.45	0.31	0.28	0.27	0.56	0.256379	2	2.01	2.46	2.06	3.274990916
HCM-BROD-0569-C43	HCM-BROD-0569-C43-06A	T	0.52	0.31	0.3	0.32	0.49	0.327493	1.8	4.12	4.35	4.2	4.493500396
HCM-SANG-1093-C18	HCM-SANG-1093-C18-01A	T	0.42	0.31	0.074631322	0.44	NA	0.0423096	1.95	1.99	3.365903978	2	1.75513903
HCM-CSHL-0084-C25	HCM-CSHL-0084-C25-01A	T	0.42	0.32	0.3	0.33	0.66	0.335393	1.95	2.77	3.19	2.82	2.871501943
HCM-CSHL-0089-C25	HCM-CSHL-0089-C25-01A	T	0.52	0.32	0.35	0.35	0.59	0.255586	1.85	3.24	3.27	3.2	1.484699855
HCM-CSHL-0241-C18	HCM-CSHL-0241-C18-01A	T	0.47	0.32	0.31	0.35	0.77	0.256885	2.1	3.57	3.98	3.6	1.731162772
HCM-CSHL-0250-C50	HCM-CSHL-0250-C50-01A	T	0.57	0.32	0.29	0.34	0.58	0.160088	1.95	3	3.15	2.98	5.282535324
HCM-CSHL-0463-C50	HCM-CSHL-0463-C50-85A	M	0.35	0.32	defer	0.88	1	0.131225	2	4	defer	2	1.997200211
HCM-WCMC-0504-C18	HCM-WCMC-0504-C18-01A	T	0.21	0.32	0.3	0.34	0.6	0.32732	4.1	2.04	2.54	2.04	2.050954894
HCM-BROD-0051-C64	HCM-BROD-0051-C64-06B	T	1	0.9	defer	0.45	NA	0.398671	4.35	1.74	defer	4.65	1.329082908
HCM-CSHL-0063-C18	HCM-CSHL-0063-C18-01A	T	0.24	0.33	0.32	0.38	0.69	0.34542	3.45	1.88	2.22	1.88	1.875891695
HCM-CSHL-0374-C25	HCM-CSHL-0374-C25-01A	T	0.54	0.34	defer	0.36	0.73	0.244766	1.8	3.65	defer	3.65	1.844461184
HCM-BROD-0116-C16	HCM-BROD-0116-C16-01A	T	0.35	0.35	0.33	0.38	0.65	0.366599	2.1	2.07	2.36	2.04	2.045828551
HCM-BROD-0118-C16	HCM-BROD-0118-C16-06A	T	0.26	0.35	0.33	0.35	NA	0.366555	4	2.13	2.5	2.14	2.166357398
HCM-BROD-0477-C16	HCM-BROD-0477-C16-06A	T	0.54	0.35	0.36	0.38	0.71	0.290853	1.75	3.48	3.35	3.5	1.693788917
HCM-BROD-0642-C43	HCM-BROD-0642-C43-85N	M	0.35	0.35	defer	0.36	0.91	0.0973266	2.1	2.05	defer	2.04	2.224078878
HCM-BROD-0710-C43	HCM-BROD-0710-C43-06C	T	0.23	0.35	0.346159261	0.35	0.58	0.358796	4.1	2.01	2.019656432	2.02	2.048619763
HCM-CSHL-0239-C18	HCM-CSHL-0239-C18-01A	T	0.42	0.35	0.37	0.38	0.71	0.280173	2.7	3.37	2.95	3.35	1.514881893
HCM-CSHL-0859-C22	HCM-CSHL-0859-C22-01A	T	0.52	0.35	0.35	0.38	0.74	0.273391	1.75	3.24	3.4	3.25	1.465374253
HCM-WCMC-0789-C34	HCM-WCMC-0789-C34-01A	T	0.73	0.35	0.46	0.2	0.54	0.368994	1.95	2.36	2.46	2.76	2.291626664
HCM-WCMC-1074-C56	HCM-WCMC-1074-C56-01A	T	0.34	0.35	0.25	0.23	0.68	0.107475	1.85	2.05	5.47	3.2	1.951998001
HCM-BROD-1123-C71	HCM-BROD-1123-C71-02A	T	0.23	0.35	0.480754505	0.37	0.36	0.377743	3.65	1.97	1.915159144	1.96	1.992198022
HCM-BROD-0036-C41	HCM-BROD-0036-C41-06A	T	0.58	0.36	defer	0.08	0.29	0.0617165	1.9	1.99	defer	2	2.754552011
HCM-CSHL-0158-C20	HCM-CSHL-0158-C20-01A	T	0.51	0.36	NA	0.39	0.88	0.416137	1.9	3.48	NA	3.4	3.532522183
HCM-CSHL-0868-C56	HCM-CSHL-0868-C56-06A	T	0.23	0.36	0.362968996	0.37	0.44	0.35449	3.25	1.67	1.82441744	1.66	1.661287385
HCM-SANG-0307-C15	HCM-SANG-0307-C15-01B	T	NA	0.36	0.37	0.4	NA	NA	NA	3.14	3.18	3.15	NA
HCM-SANG-1318-C20	HCM-SANG-1318-C20-06A	T	0.35	0.36	failed	0.37	NA	0.362001	2.95	3.08	failed	3	3.00927832
HCM-WCMC-0675-C67	HCM-WCMC-0675-C67-02A	T	0.38	0.36	defer	0.4	0.7	0.346571	3.5	3.88	defer	3.45	6.624753128
HCM-CSHL-0079-C25	HCM-CSHL-0079-C25-01A	T	0.26	0.37	0.21	0.4	0.52	0.382296	3.2	1.74	3.78	1.72	1.758365606
HCM-CSHL-0433-C24	HCM-CSHL-0433-C24-01A	T	0.26	0.37	defer	0.38	0.7	0.379389	3.3	1.82	defer	1.8	1.810362366
HCM-CSHL-1268-C24	HCM-CSHL-1268-C24-06A	T	0.24	0.37	0.472215153	0.39	0.58	0.0957447	3.9	2.12	2.153092124	2.14	3.209052474
HCM-CSHL-0061-C18	HCM-CSHL-0061-C18-01A	T	0.38	0.38	0.38	0.41	0.83	0.300097	3.95	3.87	3.97	3.8	2.057198061
HCM-CSHL-1264-C25	HCM-CSHL-1264-C25-01A	T	0.41	0.38	0.468232314	0.39	0.63	0.38001	1.8	2.02	1.978099126	2	2.015766605
HCM-CSHL-0147-C24	HCM-CSHL-0147-C24-01A	T	0.46	0.38	0.5	0.42	0.88	0.286677	3.95	5.27	3.55	5.4	3.870128058
HCM-SANG-0289-C15	HCM-SANG-0289-C15-01B	T	NA	0.38	0.4	0.32	NA	NA	NA	5.89	5.95	4.1	NA
HCM-WCMC-0952-C34	HCM-WCMC-0952-C34-01A	T	0.41	0.38	0.41	0.4	NA	0.396191	4.45	4.8	4.24	4.8	4.393287261
HCM-BROD-0745-C43	HCM-BROD-0745-C43-06B	T	0.58	0.39	0.41	0.42	0.6	0.400251	1.55	3.18	3.03	3.15	3.218578607
HCM-CSHL-0255-C18	HCM-CSHL-0255-C18-01A	T	0.4	0.39	0.467955437	0.41	0.76	0.409249	2.05	1.99	2.13147807	1.96	2.032293092
HCM-WCMC-0671-C18	HCM-WCMC-0671-C18-01A	T	0.59	0.39	0.42	0.44	0.75	0.329124	2	3.18	2.99	3.3	3.084410431
HCM-SANG-1339-C18	HCM-SANG-1339-C18-01A	T	0.38	0.39	0.382726538	0.41	NA	0.281358	4.45	4.29	4.572923795	4.2	2.276277753
HCM-CSHL-0179-C25	HCM-CSHL-0179-C25-01A	T	0.6	0.4	0.42	0.46	0.76	0.316288	1.85	3.4	3.45	3.45	1.603700218
HCM-CSHL-0618-C18	HCM-CSHL-0618-C18-06A	T	0.43	0.4	0.424398786	0.42	0.83	0.160733	2.95	3.37	3.031396301	3.4	3.029905454
HCM-WCMC-0753-C54	HCM-WCMC-0753-C54-01A	T	0.46	0.4	0.45	0.23	0.73	0.095209	1.95	2	2.2	2.82	4.622275041
HCM-SANG-1300-C18	HCM-SANG-1300-C18-01A	T	0.42	0.4	0.410494321	0.41	NA	0.202266	2.6	2.96	2.698953411	2.96	4.070563311
HCM-CSHL-0160-C18	HCM-CSHL-0160-C18-01B	T	0.53	0.41	0.41	0.46	0.64	0.116994	2	2.12	2.52	2.1	2.599568235
HCM-CSHL-0512-C24	HCM-CSHL-0512-C24-06A	T	0.3	0.41	0.39	0.44	0.6	0.428033	3.6	1.86	2.3	1.84	1.84931736
HCM-SANG-0297-C15	HCM-SANG-0297-C15-01A	T	0.57	0.41	0.4	0.46	NA	0.378313	1.7	3.21	3.23	2.94	3.098283657
HCM-BROD-0095-C15	HCM-BROD-0095-C15-06A	T	0.47	0.42	0.47	0.44	0.86	0.252722	2.05	2.5	2.43	2.58	5.361644513
HCM-BROD-0100-C15	HCM-BROD-0100-C15-01A	T	0.45	0.42	0.44	0.44	0.93	0.43152	2.35	2.66	2.48	2.7	2.748391947
HCM-BROD-0125-C25	HCM-BROD-0125-C25-01A	T	0.48	0.42	0.43	0.27	NA	0.154743	1.7	2.18	2.17	4.6	3.816545511
HCM-BROD-0483-C16	HCM-BROD-0483-C16-06A	T	0.57	0.42	0.42	0.45	0.6	0.37273	1.75	2.91	3	2.88	2.805127777
HCM-BROD-0695-C71	HCM-BROD-0695-C71-02B	T	0.27	0.42	defer	0.23	0.84	0.190738	3.75	2.04	defer	3.2	1.984446511
HCM-BROD-0701-C43	HCM-BROD-0701-C43-85M	M	0.38	0.42	defer	0.08	0.93	0.180003	1.85	2	defer	2	2.018741816
HCM-CSHL-0373-C25	HCM-CSHL-0373-C25-01A	T	0.47	0.42	0.4	0.29	0.52	0.281572	1.8	2.07	2.2	4.05	2.408549026
HCM-CSHL-0729-C18	HCM-CSHL-0729-C18-01A	T	0.45	0.42	defer	0.54	0.83	0.0561241	2	1.9	defer	2	2.554416092
HCM-SANG-1305-C15	HCM-SANG-1305-C15-08A	T	0.46	0.42	0.426399676	0.43	NA	0.261862	1.95	2.5	2.24911801	2.46	5.021504432
HCM-SANG-1320-C25	HCM-SANG-1320-C25-01A	T	0.41	0.42	0.389656215	0.42	NA	0.407642	1.85	1.8	1.918201734	1.84	1.923512507
HCM-CSHL-0162-C19	HCM-CSHL-0162-C19-01A	T	0.4	0.43	0.26	0.27	0.61	0.12411	2.1	1.65	3.34	3.25	3.963394254
HCM-BROD-0027-C34	HCM-BROD-0027-C34-06A	T	0.64	0.43	0.44524004	0.46	0.76	0.440825	1.75	3.87	3.833653366	3.85	3.887037417
HCM-SANG-0542-C18	HCM-SANG-0542-C18-01A	T	0.43	0.43	0.430602596	0.46	NA	0.1734	2.05	2.11	2.041143393	2.06	5.576408032
HCM-SANG-1330-C19	HCM-SANG-1330-C19-01A	T	0.43	0.43	NA	0.44	NA	0.592902	3.3	3.26	NA	3.25	1.83361499
HCM-BROD-0200-C71	HCM-BROD-0200-C71-01A	T	0.33	0.44	0.45	0.45	0.6	0.46367	3.75	1.99	2.36	1.98	1.989283887
HCM-CSHL-0091-C25	HCM-CSHL-0091-C25-01A	T	0.31	0.44	0.45	0.46	0.66	0.451107	3.6	1.86	1.89	1.84	1.877964731
HCM-CSHL-0183-C25	HCM-CSHL-0183-C25-01A	T	0.3	0.44	0.29	0.45	0.69	0.434012	3.65	1.78	3.31	1.78	1.768115796
HCM-CSHL-0655-C50	HCM-CSHL-0655-C50-06A	T	0.45	0.44	0.43	0.45	0.62	0.439223	2	1.99	2.23	1.98	1.989435947
HCM-WCMC-0945-C54	HCM-WCMC-0945-C54-01A	T	1	0.44	no normal	0.92	NA	0.123019	2	1.99	no normal	2	6.490640402
HCM-CSHL-0058-C34	HCM-CSHL-0058-C34-85C	M	0.3	0.45	defer	0.32	1	0.0531185	1.85	2	defer	2	2.06576564
HCM-CSHL-0658-C20	HCM-CSHL-0658-C20-06A	T	0.47	0.45	0.48	0.49	0.82	0.0986022	3.6	3.46	3.39	3.35	4.600300213
HCM-CSHL-0818-C56	HCM-CSHL-0818-C56-06A	T	0.47	0.45	0.449999647	NA	0.63	0.459571	2.75	3.01	2.924456878	NA	3.03348158
HCM-SANG-0277-C18	HCM-SANG-0277-C18-01B	T	0.48	0.45	0.72	0.47	NA	0.26926	1.9	2.06	1.99	2.12	2.205847754
HCM-WCMC-0747-C50	HCM-WCMC-0747-C50-01A	T	0.34	0.45	0.45	NA	0.56	0.0800741	2.05	2.04	2.4	NA	3.632540113
HCM-SANG-0517-C20	HCM-SANG-0517-C20-01A	T	0.48	0.45	0.456927466	0.46	NA	0.447914	2.5	3.01	2.840419864	3	3.011367573
HCM-SANG-1082-C15	HCM-SANG-1082-C15-08A	T	0.56	0.45	0.427438449	0.45	NA	0.441887	1.5	2.93	2.838029012	2.94	2.978942084
HCM-WCMC-0505-C16	HCM-WCMC-0505-C16-01A	T	0.49	0.45	0.47	0.49	0.71	0.465226	3.2	3.63	3.53	3.55	3.723837268
HCM-BROD-0615-C16	HCM-BROD-0615-C16-06A	T	0.52	0.46	0.483111221	0.54	0.89	0.320369	4	4.5	4.510714994	4.15	2.594022972
HCM-BROD-1124-C16	HCM-BROD-1124-C16-06A	T	0.44	0.46	0.472423824	0.48	0.79	0.120822	2.05	1.88	1.773821677	1.94	4.562058551
HCM-CSHL-0193-C25	HCM-CSHL-0193-C25-01A	T	0.33	0.46	0.44	0.49	0.73	0.472749	3.55	1.8	2.22	1.78	1.826743929
HCM-SANG-1311-C18	HCM-SANG-1311-C18-01A	T	0.7	0.46	failed	0.48	NA	0.308295	1.9	4.97	failed	4.9	3.733160471
HCM-SANG-1337-C18	HCM-SANG-1337-C18-01A	T	0.62	0.46	0.457880406	0.46	NA	0.464158	1.65	3.3	3.139405442	3.25	3.377150595
HCM-BROD-0483-C16	HCM-BROD-0483-C16-07A	T	0.42	0.47	0.46	0.45	0.6	0.24268	3.2	2.55	2.48	2.84	5.341126909
HCM-BROD-0689-C71	HCM-BROD-0689-C71-02A	T	0.46	0.47	0.47	0.5	0.52	0.478548	2.45	2.2	2.24	2.18	2.231201145
HCM-CSHL-0073-C25	HCM-CSHL-0073-C25-01B	T	0.35	0.47	0.46	0.5	0.79	0.491498	3.6	1.86	2.22	1.88	1.893453145
HCM-CSHL-0090-C25	HCM-CSHL-0090-C25-01A	T	0.5	0.47	0.45	0.51	0.65	0.209053	3	3.29	3.54	3.25	3.452749919
HCM-CSHL-0244-C20	HCM-CSHL-0244-C20-01B	T	0.62	0.47	0.48	0.54	0.71	0.265212	1.6	2.31	2.65	2.28	3.237140205
HCM-CSHL-0323-C20	HCM-CSHL-0323-C20-01A	T	0.32	0.47	0.48	0.49	0.87	0.480185	4.75	2.55	2.44	2.52	2.544518431
HCM-CSHL-0371-C25	HCM-CSHL-0371-C25-01A	T	0.36	0.47	0.47	0.51	0.78	0.503093	4	2.05	2.45	2	2.1008315
HCM-CSHL-0727-C18	HCM-CSHL-0727-C18-06A	T	0.63	0.47	0.48	0.51	0.7	0.373878	1.75	3.08	3.08	3.05	2.905527025
HCM-CSHL-0740-C18	HCM-CSHL-0740-C18-06A	T	0.53	0.47	0.49	0.51	0.84	0.493228	2.05	2.97	2.93	2.96	3.022307607
HCM-SANG-1314-C18	HCM-SANG-1314-C18-01A	T	0.63	0.47	0.461211636	0.65	NA	0.638833	1.8	3.58	3.338652583	1.76	1.772478504
HCM-BROD-1129-C56	HCM-BROD-1129-C56-85B	M	0.49	0.49	0.493264583	0.5	0.53	0.492663	1.9	1.93	1.941930674	1.92	1.936143069
HCM-CSHL-0078-C25	HCM-CSHL-0078-C25-01A	T	0.48	0.49	0.5	0.53	0.73	0.505055	3.1	3.04	2.82	3	2.998828789
HCM-CSHL-0187-C25	HCM-CSHL-0187-C25-01A	T	0.35	0.49	0.48	0.5	0.66	0.504983	3.5	1.93	2.17	1.9	1.931321552
HCM-WCMC-1287-C67	HCM-WCMC-1287-C67-85A	M	1	0.49	0.98	0.98	1	1	3.05	1.63	3.81	3.55	4.535243046
HCM-SANG-1313-C18	HCM-SANG-1313-C18-06A	T	0.49	0.49	0.651059539	0.68	NA	0.635399	3.8	3.93	1.987673428	1.94	2.101112196
HCM-BROD-0476-C56	HCM-BROD-0476-C56-85M	M	0.57	0.5	0.5	0.53	0.93	0.509169	2.85	3.26	3.26	3.25	3.25721184
HCM-BROD-0579-C16	HCM-BROD-0579-C16-06A	T	0.48	0.5	0.517711442	0.54	0.81	0.438573	3.95	3.54	3.419734129	3.45	3.735676209
HCM-BROD-0873-C43	HCM-BROD-0873-C43-01A	T	0.5	0.5	0.491546769	0.52	0.6	0.415994	3.25	3.35	3.516188045	3.4	4.760831851
HCM-CSHL-0141-C18	HCM-CSHL-0141-C18-01A	T	0.56	0.5	0.52	0.53	0.81	0.491313	2.9	3.45	3.44	3.45	3.500008315
HCM-CSHL-0240-C18	HCM-CSHL-0240-C18-01A	T	0.55	0.5	0.51	0.56	0.74	0.0679051	1.95	2.01	2.44	1.96	2.014947632
HCM-SANG-0272-C20	HCM-SANG-0272-C20-01B	T	0.37	0.5	0.5	0.52	NA	0.503981	3.75	1.97	2.33	2.06	2.008216571
HCM-BROD-0870-C43	HCM-BROD-0870-C43-06B	T	0.52	0.51	0.504424122	0.69	0.63	0.543871	3.8	3.97	4.330789247	1.98	6.013560713
HCM-CSHL-0077-C25	HCM-CSHL-0077-C25-01B	T	0.7	0.51	0.55	0.57	0.79	0.556983	1.85	3.69	3.47	3.7	3.692439105
HCM-CSHL-0164-C20	HCM-CSHL-0164-C20-06A	T	0.37	0.51	0.5	0.54	0.53	0.531119	4.05	2.03	2.48	2.02	2.021837753
HCM-CSHL-0322-C20	HCM-CSHL-0322-C20-01B	T	0.56	0.51	0.54	0.61	0.69	0.28151	3.85	3.8	3.88	3.8	2.987012655
HCM-CSHL-0405-C25	HCM-CSHL-0405-C25-01A	T	0.36	0.51	0.52	0.52	0.67	0.51369	3.55	1.89	1.79	1.88	1.924589253
HCM-WCMC-0673-C56	HCM-WCMC-0673-C56-05A	T	0.43	0.51	defer	1	0.67	0.129708	2	1.99	defer	2	2.62813352
HCM-SANG-0530-C15	HCM-SANG-0530-C15-08A	T	0.56	0.51	0.479412121	0.49	NA	0.463254	1.7	2.23	2.563537139	2.42	2.429336796
HCM-SANG-1315-C18	HCM-SANG-1315-C18-06A	T	0.52	0.51	0.505699199	0.52	NA	0.275437	2.5	2.55	2.596926956	2.56	5.531885875
HCM-BROD-1121-C71	HCM-BROD-1121-C71-01A	T	0.54	0.52	0.523945662	0.53	0.7	0.518886	1.8	2.03	2.01041714	2.02	2.004049226
HCM-CSHL-0184-C25	HCM-CSHL-0184-C25-01A	T	0.37	0.52	0.77	0.54	0.75	0.397487	4.2	2.17	2.14	2.16	4.29158177
HCM-CSHL-0384-D37	HCM-CSHL-0384-D37-31B	T	0.51	0.52	0.53	0.48	0.79	0.129258	1.65	2.03	2.31	3	1.9084895
HCM-WCMC-0946-C34	HCM-WCMC-0946-C34-01A	T	0.34	0.52	0.2	0.21	0.44	0.426379	1.9	2.04	1.66	1.86	3.827322269
HCM-SANG-0519-C20	HCM-SANG-0519-C20-01A	T	0.35	0.52	0.513030809	0.53	NA	0.516332	3.5	1.87	1.776451757	1.88	1.88709968
HCM-SANG-1327-C18	HCM-SANG-1327-C18-01A	T	0.35	0.52	0.517061316	0.53	NA	0.499514	4.8	2.45	2.399866747	2.38	2.444890951
HCM-BROD-0106-C71	HCM-BROD-0106-C71-02A	T	0.38	0.53	0.5	0.54	0.68	0.532404	3.65	1.95	1.84	1.94	1.919949676
HCM-BROD-0685-C71	HCM-BROD-0685-C71-01A	T	0.39	0.53	0.5	0.57	0.69	0.548768	3.6	1.93	2.31	1.94	1.966858835
HCM-BROD-0694-C43	HCM-BROD-0694-C43-85N	M	0.34	0.53	defer	0.08	0.85	0.089878	2	2	defer	2	2.012383053
HCM-CSHL-0372-C25	HCM-CSHL-0372-C25-01A	T	0.39	0.53	0.53	0.56	0.74	0.545243	3.8	1.93	2.38	1.92	1.91323095
HCM-STAN-0627-C34	HCM-STAN-0627-C34-01A	T	0.39	0.53	0.52	0.57	0.65	0.542295	3.7	2.1	2.26	2.04	2.092830457
HCM-CSHL-0174-C22	HCM-CSHL-0174-C22-01A	T	0.54	0.53	0.53	0.55	0.72	0.369953	1.85	1.82	1.85	1.82	3.656905139
HCM-BROD-0420-C71	HCM-BROD-0420-C71-02B	T	0.39	0.54	0.56	0.55	0.66	0.543632	3.55	1.94	1.85	1.92	1.943870065
HCM-BROD-0644-C25	HCM-BROD-0644-C25-06B	T	0.39	0.54	0.53	0.57	0.73	0.438314	4.8	2.56	2.69	2.54	4.590087777
HCM-CSHL-0161-C18	HCM-CSHL-0161-C18-01A	T	0.41	0.54	0.52	0.58	0.7	0.556789	3.6	1.94	2.3	1.92	1.939595269
HCM-CSHL-0622-C18	HCM-CSHL-0622-C18-06A	T	0.62	0.54	0.56	0.58	0.82	0.557156	2.3	2.94	2.81	2.92	2.926453358
HCM-CSHL-0075-C25	HCM-CSHL-0075-C25-01B	T	0.4	0.55	0.54	0.57	0.85	0.552813	4.85	2.52	2.84	2.56	2.652274443
HCM-BROD-0025-C16	HCM-BROD-0025-C16-01A	T	0.61	0.56	0.57	0.57	NA	0.108732	1.75	1.85	1.84	2.02	3.926537877
HCM-BROD-0028-C71	HCM-BROD-0028-C71-01A	T	0.42	0.56	0.59	0.6	0.67	0.579556	3.9	1.99	1.99	1.98	1.977285584
HCM-BROD-0873-C43	HCM-BROD-0873-C43-85B	M	0.54	0.56	0.560852145	0.58	0.96	0.425624	3.55	3.22	3.298398386	3.25	5.144551219
HCM-CSHL-0153-C50	HCM-CSHL-0153-C50-01B	T	NA	0.56	0.42	0.29	0.53	NA	NA	1.99	2.22	2.26	NA
HCM-CSHL-0159-C18	HCM-CSHL-0159-C18-01B	T	0.42	0.56	0.57	0.59	0.78	0.153856	4.25	2.3	2.3	2.28	3.998005197
HCM-CSHL-0243-C18	HCM-CSHL-0243-C18-01B	T	0.4	0.56	0.56	0.59	0.68	0.367942	4	2.11	2.33	2.08	3.280127185
HCM-SANG-0533-C20	HCM-SANG-0533-C20-01A	T	0.42	0.56	0.549295844	0.56	NA	0.2127	1.5	3.77	3.837711925	3.8	3.710167897
HCM-CSHL-0383-C18	HCM-CSHL-0383-C18-01A	T	0.58	0.57	0.57	0.61	0.79	0.599788	2.95	2.83	3.08	2.8	2.821048551
HCM-CSHL-0586-C32	HCM-CSHL-0586-C32-01A	T	0.59	0.57	0.58161087	0.59	NA	0.430928	2	2.29	2.215293275	2.2	4.363627479
HCM-SANG-0265-C18	HCM-SANG-0265-C18-06A	T	0.57	0.57	0.57	0.6	0.87	0.59251	3.05	2.8	3.18	2.82	2.811982849
HCM-SANG-0314-C15	HCM-SANG-0314-C15-01A	T	0.58	0.57	0.58	0.61	NA	0.383162	2.15	2.14	1.91	2.14	4.410227824
HCM-BROD-0421-C71	HCM-BROD-0421-C71-01B	T	0.62	0.58	0.62	0.65	0.83	0.626252	4.85	4.8	4.89	4.8	4.840198935
HCM-CSHL-0089-C25	HCM-CSHL-0089-C25-06A	T	0.61	0.58	0.61	0.63	0.8	0.630411	3.15	3.19	3.01	3.2	3.192579681
HCM-CSHL-0385-C18	HCM-CSHL-0385-C18-01A	T	0.44	0.58	0.42	0.62	0.75	0.404482	4.05	2.1	4.37	2.1	4.275292961
HCM-CSHL-0853-C56	HCM-CSHL-0853-C56-07B	T	0.57	0.58	0.414640838	0.59	0.64	0.402827	1.75	1.77	3.205982191	1.76	3.62139083
HCM-BROD-0701-C43	HCM-BROD-0701-C43-06B	T	0.61	0.58	0.59	0.38	0.79	0.233802	4.5	4.64	4.58	2.5	5.298276921
HCM-BROD-0040-C74	HCM-BROD-0040-C74-85B	M	0.41	0.59	0.072386998	0.6	0.96	0.0692638	1.85	2	3.022374127	2	1.722603243
HCM-BROD-0115-C16	HCM-BROD-0115-C16-01A	T	0.63	0.59	0.58	0.61	0.76	0.602144	1.65	2	2.38	1.96	1.988606208
HCM-BROD-0834-C43	HCM-BROD-0834-C43-06A	T	0.46	0.59	0.58	0.61	0.52	0.615947	3.8	2.07	2.39	2.06	2.059172032
HCM-BROD-1186-C64	HCM-BROD-1186-C64-01A	T	0.52	0.59	0.610404625	0.61	0.68	0.60012	4.15	3.2	3.081589089	3.2	3.208946524
HCM-CSHL-0258-C18	HCM-CSHL-0258-C18-01A	T	0.56	0.59	0.62	0.66	0.87	0.211874	3.1	2.58	2.27	2.54	3.683467006
HCM-WCMC-1359-C34	HCM-WCMC-1359-C34-01A	T	0.79	0.59	0.61	0.58	0.76	0.35291	1.8	3.57	3.37	3.65	1.625245831
HCM-BROD-0719-C43	HCM-BROD-0719-C43-85N	M	0.32	0.6	defer	0.62	0.89	0.204508	2	2.11	defer	2.1	2.316404327
HCM-CSHL-0238-C18	HCM-CSHL-0238-C18-01B	T	0.58	0.6	0.64	0.68	0.77	0.760676	4.6	3.43	3.35	3.35	2.748081037
HCM-SANG-0267-D12	HCM-SANG-0267-D12-31B	T	NA	0.6	defer	0.64	NA	NA	NA	2.27	defer	2.3	NA
HCM-SANG-0523-C15	HCM-SANG-0523-C15-01A	T	0.5	0.6	0.563854429	0.6	NA	0.661888	4.9	3.5	3.795085839	3.55	3.615975519
HCM-SANG-1086-C18	HCM-SANG-1086-C18-01A	T	0.6	0.6	0.591401397	NA	NA	0.62066	1.95	2.07	1.996525085	NA	2.095237945
HCM-BROD-0011-C71	HCM-BROD-0011-C71-01A	T	0.62	0.61	0.58	0.61	0.72	0.60132	1.85	2.03	2.38	2.02	2.022546441
HCM-SANG-0271-D12	HCM-SANG-0271-D12-31B	T	0.45	0.61	0.6	0.65	NA	0.48543	5	2.45	2.53	2.48	4.822318106
HCM-CSHL-0379-C18	HCM-CSHL-0379-C18-06A	T	NA	0.61	NA	0.64	NA	NA	NA	4.12	NA	4.1	NA
HCM-BROD-0048-C71	HCM-BROD-0048-C71-01A	T	0.65	0.62	0.64	0.55	NA	0.270553	1.8	2.04	2.13	defer	2.943976821
HCM-BROD-0199-C71	HCM-BROD-0199-C71-01A	T	0.51	0.62	0.61	0.66	0.82	0.657137	3.7	2	2.38	1.98	2.00766228
HCM-CSHL-0065-C20	HCM-CSHL-0065-C20-06A	T	0.8	0.62	0.79	0.83	0.87	0.44719	2.9	1.74	3.02	3.35	1.489115229
