,case_id3,cell_type,Diagnosis_TCGA_HCMI_Code,umap1,umap2
TCGA-98-A53A-01,,TCGA Tumor,LUSC,-5.287830386,2.51805513
TARGET-20-PADZCG-04,,TCGA Tumor,LAML,-5.453620467,-12.43749673
TCGA-CD-5799-01,,TCGA Tumor,STAD,-5.143864665,-3.362929176
TCGA-EU-5905-01,,TCGA Tumor,KIRC,6.090871301,-5.394577097
TCGA-CZ-5985-01,,TCGA Tumor,KIRC,6.048283544,-5.785368513
TCGA-N9-A4Q4-01,,TCGA Tumor,UCS,-3.915790114,6.734280039
TCGA-55-6969-01,,TCGA Tumor,LUAD,-1.046318683,-1.364917587
TCGA-69-7764-01,,TCGA Tumor,LUAD,-0.458256159,-3.069733213
TCGA-04-1331-01,,TCGA Tumor,OV,1.530371871,7.765764643
TCGA-E1-5322-01,,TCGA Tumor,LGG,2.276443925,-10.94514329
TCGA-W3-AA21-06,,TCGA Tumor,SKCM,6.136091676,3.778129984
TCGA-DE-A4MC-01,,TCGA Tumor,THCA,11.00570723,-0.446460735
TCGA-V1-A8WV-01,,TCGA Tumor,PRAD,9.308255639,8.05174296
TARGET-50-PALLFB-01,,TCGA Tumor,WT,-4.685474429,7.82155316
TCGA-D7-6525-01,,TCGA Tumor,STAD,-3.069533858,-2.508747887
TCGA-91-8497-01,,TCGA Tumor,LUAD,-0.421668145,-2.665263008
TCGA-A5-A7WJ-01,,TCGA Tumor,UCEC,1.421520319,6.593012739
TCGA-ZF-A9RN-01,,TCGA Tumor,BLCA,-5.415701899,1.144555737
TCGA-NC-A5HL-01,,TCGA Tumor,LUSC,-5.223229441,2.505983997
TCGA-FS-A1ZY-06,,TCGA Tumor,SKCM,5.850726571,3.829995323
TCGA-C5-A1MP-01,,TCGA Tumor,CESC,-6.36440042,1.570534993
TCGA-BR-A4J1-01,,TCGA Tumor,STAD,-4.920198951,-1.96285684
TCGA-CC-A5UD-01,,TCGA Tumor,LIHC,0.470935073,3.60835426
TCGA-IN-A6RO-01,,TCGA Tumor,STAD,-3.81593183,-3.68562014
TCGA-B7-A5TK-01,,TCGA Tumor,STAD,-3.143752847,-2.548811506
TCGA-B3-4104-01,,TCGA Tumor,KIRP,-3.607307467,0.01787562
TCGA-X6-A7WD-01,,TCGA Tumor,SARC,1.934798446,1.568601061
TCGA-A2-A0EN-01,,TCGA Tumor,BRCA,3.946061816,-1.12243874
TCGA-GV-A3QI-01,,TCGA Tumor,BLCA,-0.430433306,-2.505938124
TARGET-10-PAPMVB-09,,TCGA Tumor,Target-ALL,-8.430261168,-8.381195616
TCGA-W5-AA2H-01,,TCGA Tumor,CHOL,-8.599742446,6.976294447
TCGA-DX-A6YX-01,,TCGA Tumor,SARC,1.158911493,1.162394096
TCGA-3X-AAVB-01,,TCGA Tumor,CHOL,-2.788095746,-2.594498943
TCGA-FB-AAPU-01,,TCGA Tumor,PAAD,-3.729012999,-3.403733562
TCGA-VQ-A8PO-01,,TCGA Tumor,STAD,-4.997174773,-3.651500057
TCGA-DD-AAE6-01,,TCGA Tumor,LIHC,0.34898258,3.531607557
TCGA-J1-A4AH-01,,TCGA Tumor,LUSC,-5.324515376,2.543600966
TARGET-20-PAEDKB-04,,TCGA Tumor,LAML,-5.465272937,-12.43748147
TCGA-B0-5081-01,,TCGA Tumor,KIRC,6.308844533,-5.483973574
TCGA-33-AASL-01,,TCGA Tumor,LUSC,-6.033602748,2.409617592
TCGA-CW-5587-01,,TCGA Tumor,KIRC,6.167298761,-6.760771822
TCGA-CG-4301-01,,TCGA Tumor,STAD,-4.017942462,-3.611773084
TCGA-BA-5149-01,,TCGA Tumor,HNSC,-6.749182734,0.659449805
TCGA-FG-6688-01,,TCGA Tumor,LGG,1.476340738,-10.0385061
TCGA-H9-7775-01,,TCGA Tumor,PRAD,7.715499368,9.208285738
TCGA-E9-A1R2-01,,TCGA Tumor,BRCA,5.603610006,-1.693786095
TCGA-62-A470-01,,TCGA Tumor,LUAD,-0.842469725,-2.184314798
TCGA-AB-3008-03,,TCGA Tumor,LAML,-5.02993587,-11.59709985
TCGA-2H-A9GG-01,,TCGA Tumor,ESCA,-1.356881532,-0.731809865
TCGA-G9-6339-01,,TCGA Tumor,PRAD,8.07934567,8.651586939
TCGA-A8-A08L-01,,TCGA Tumor,BRCA,4.986163583,-1.200486254
TCGA-A7-A3RF-01,,TCGA Tumor,BRCA,5.876527276,-1.638652157
TCGA-53-A4EZ-01,,TCGA Tumor,LUAD,-0.683577928,-2.318440269
TCGA-78-7162-01,,TCGA Tumor,LUAD,-0.632874999,-2.898519825
TCGA-IG-A51D-01,,TCGA Tumor,ESCA,-6.484337363,0.564481426
TCGA-FD-A5BU-01,,TCGA Tumor,BLCA,-5.765527282,1.349860955
TCGA-68-8251-01,,TCGA Tumor,LUSC,-5.228862796,0.848005165
TCGA-AB-3012-03,,TCGA Tumor,LAML,-4.220956359,-11.9827419
TCGA-97-7552-01,,TCGA Tumor,LUAD,-3.354407344,-2.70912845
TCGA-FS-A1Z0-06,,TCGA Tumor,SKCM,5.46906754,3.759455134
TCGA-MQ-A4LC-01,,TCGA Tumor,MESO,-0.156201277,1.534968425
TARGET-20-PANYSN-03,,TCGA Tumor,LAML,-4.83833507,-11.52158983
TCGA-F4-6808-01,,TCGA Tumor,COAD,-6.069646392,-3.683453869
TCGA-5V-A9RR-01,,TCGA Tumor,THYM,-10.96047071,5.995714594
TCGA-76-4932-01,,TCGA Tumor,GBM,1.365676429,-9.57254846
TCGA-A2-A0D4-01,,TCGA Tumor,BRCA,5.622642484,-1.704093765
TARGET-20-PASFEW-09,,TCGA Tumor,LAML,-5.530344519,-12.40210683
TCGA-HT-7689-01,,TCGA Tumor,LGG,2.196470585,-10.94873006
TCGA-EW-A1IW-01,,TCGA Tumor,BRCA,4.697281327,-1.441302132
TCGA-FY-A4B3-01,,TCGA Tumor,THCA,11.46253439,-0.058548208
TCGA-CV-6003-01,,TCGA Tumor,HNSC,-6.864753756,0.69402342
TCGA-21-1081-01,,TCGA Tumor,LUSC,-5.990579161,1.004580606
TCGA-AO-A03M-01,,TCGA Tumor,BRCA,5.484649148,-1.523238252
TCGA-D7-6521-01,,TCGA Tumor,STAD,-2.895503077,-2.346156668
TCGA-58-8391-01,,TCGA Tumor,LUSC,-5.315880332,2.432621885
TCGA-YL-A8SQ-01,,TCGA Tumor,PRAD,9.347143617,8.035187651
TCGA-HF-A5NB-01,,TCGA Tumor,STAD,-4.672197852,-3.621180843
TCGA-P6-A5OG-01,,TCGA Tumor,ACC,1.02117851,1.130463411
TCGA-B6-A0IQ-01,,TCGA Tumor,BRCA,0.627689761,-1.290505718
TCGA-62-8398-01,,TCGA Tumor,LUAD,-1.248486075,-2.215393137
TCGA-AK-3465-01,,TCGA Tumor,KIRC,-3.499980006,5.055427958
TCGA-BH-A1FG-01,,TCGA Tumor,BRCA,5.05195662,-1.529366087
TCGA-AR-A0TS-01,,TCGA Tumor,BRCA,0.94201627,-1.574249338
TCGA-66-2754-01,,TCGA Tumor,LUSC,-1.292881999,-0.696885895
TCGA-CJ-5686-01,,TCGA Tumor,KIRC,5.969569173,-6.187324594
TCGA-A2-A0CM-01,,TCGA Tumor,BRCA,0.913563457,-1.492588829
TCGA-FD-A3NA-01,,TCGA Tumor,BLCA,-3.86660913,0.147053603
TCGA-85-A4QQ-01,,TCGA Tumor,LUSC,-6.339118037,0.98346274
TCGA-13-0795-01,,TCGA Tumor,OV,1.796244111,7.556937147
TCGA-A8-A06X-01,,TCGA Tumor,BRCA,5.615260091,-1.669594478
TCGA-KF-A41W-01,,TCGA Tumor,SARC,1.219907072,1.208564449
TCGA-QB-AA9O-06,,TCGA Tumor,SKCM,5.840513673,3.661467005
TCGA-GR-7353-01,,TCGA Tumor,DLBC,-8.554496321,6.933028151
TCGA-AR-A0TZ-01,,TCGA Tumor,BRCA,5.533490148,-1.482965063
TCGA-KB-A93J-01,,TCGA Tumor,STAD,-3.740490947,-3.706258129
TCGA-49-AAR4-01,,TCGA Tumor,LUAD,-0.053632203,-3.067292761
TCGA-EY-A1GX-01,,TCGA Tumor,UCEC,1.453551736,6.483210493
TCGA-29-1763-01,,TCGA Tumor,OV,1.469928351,7.881731917
TCGA-DU-7013-01,,TCGA Tumor,LGG,1.283339884,-9.962155889
TCGA-ET-A40Q-01,,TCGA Tumor,THCA,10.93234297,-0.379680913
TCGA-EB-A3Y6-01,,TCGA Tumor,SKCM,5.958438363,3.581831146
TCGA-63-A5MB-01,,TCGA Tumor,LUSC,-5.292608294,2.499512125
TCGA-DU-A76L-01,,TCGA Tumor,LGG,1.425630179,-9.094118666
TCGA-24-1418-01,,TCGA Tumor,OV,1.375665751,7.862397123
TCGA-BP-5001-01,,TCGA Tumor,KIRC,6.380335298,-6.678747724
TCGA-A6-5662-01,,TCGA Tumor,COAD,-5.873417411,-3.553092073
TCGA-G9-6348-01,,TCGA Tumor,PRAD,8.569177118,8.246270586
TCGA-32-1970-01,,TCGA Tumor,GBM,1.260381427,-9.925566267
TCGA-61-2111-01,,TCGA Tumor,OV,1.368993666,6.648127009
TCGA-BP-4968-01,,TCGA Tumor,KIRC,6.103326287,-5.842016291
TCGA-DK-AA76-01,,TCGA Tumor,BLCA,-3.634970698,0.007243634
TCGA-BP-4770-01,,TCGA Tumor,KIRC,1.281402734,1.210840036
TCGA-L5-A4OO-01,,TCGA Tumor,ESCA,-3.289906058,-2.759594988
TCGA-2A-A8VL-01,,TCGA Tumor,PRAD,7.781733003,9.182560373
TCGA-EE-A2MS-06,,TCGA Tumor,SKCM,5.212992635,3.640712191
TCGA-BJ-A0ZC-01,,TCGA Tumor,THCA,11.41535231,0.974330951
TCGA-43-5670-01,,TCGA Tumor,LUSC,-5.709774527,0.987698783
TCGA-B0-4838-01,,TCGA Tumor,KIRC,6.337565866,-6.772797655
TCGA-62-A46Y-01,,TCGA Tumor,LUAD,-0.11445472,-3.092477154
TARGET-21-PASFJJ-09,,TCGA Tumor,LAML,-5.03558496,-11.854796
TARGET-50-PAJNBN-01,,TCGA Tumor,WT,-4.670372996,7.802028586
TCGA-ZC-AAAA-01,,TCGA Tumor,THYM,-10.9377437,6.000676085
TARGET-20-PAMYAS-04,,TCGA Tumor,LAML,-4.766046557,-11.42363031
TCGA-BQ-5882-01,,TCGA Tumor,KIRP,5.730844941,-5.364910673
TCGA-66-2758-01,,TCGA Tumor,LUSC,-5.255524668,2.2591285
TCGA-3N-A9WB-06,,TCGA Tumor,SKCM,5.936615434,3.529138733
TARGET-20-PAMYAS-09,,TCGA Tumor,LAML,-4.738285575,-11.45501192
TCGA-DJ-A4UQ-01,,TCGA Tumor,THCA,11.42335269,-0.17003275
TCGA-DQ-5631-01,,TCGA Tumor,HNSC,-5.611895594,0.630743076
TCGA-CH-5765-01,,TCGA Tumor,PRAD,7.933884111,8.8271765
TCGA-A2-A0CZ-01,,TCGA Tumor,BRCA,3.046025958,-1.184760999
TCGA-B3-3926-01,,TCGA Tumor,KIRP,0.152263549,7.022247721
TCGA-AF-2687-01,,TCGA Tumor,READ,-5.533956084,-3.243776869
TCGA-E1-A7Z3-01,,TCGA Tumor,LGG,2.809718337,-9.781984876
TCGA-VS-A8QA-01,,TCGA Tumor,CESC,-3.217783961,-2.392648767
TCGA-DD-AAD3-01,,TCGA Tumor,LIHC,1.110049095,4.200713087
TCGA-85-8353-01,,TCGA Tumor,LUSC,-5.292052302,1.099715401
TARGET-20-PARSAN-03,,TCGA Tumor,LAML,-4.891897235,-11.49522455
TCGA-AN-A0XS-01,,TCGA Tumor,BRCA,4.315658536,-1.775053214
TCGA-G9-6377-01,,TCGA Tumor,PRAD,7.762203183,9.248140741
TCGA-DD-A39V-01,,TCGA Tumor,LIHC,0.686513719,3.733844925
TCGA-5U-AB0D-01,,TCGA Tumor,THYM,-5.400155577,-2.665870499
TCGA-BF-A3DJ-01,,TCGA Tumor,SKCM,5.279342618,3.884396721
TCGA-A2-A04Q-01,,TCGA Tumor,BRCA,0.234921556,-0.753871154
TCGA-WA-A7GZ-01,,TCGA Tumor,HNSC,-6.733902964,0.748778869
TARGET-10-PARLEK-03,,TCGA Tumor,Target-ALL,-8.453949485,-8.423864912
TCGA-WE-AAA4-06,,TCGA Tumor,SKCM,5.947040048,3.636896301
TCGA-HT-7476-01,,TCGA Tumor,LGG,2.817896095,-9.740721296
TCGA-AZ-6599-01,,TCGA Tumor,COAD,-5.036099944,-3.763255905
TCGA-BR-8381-01,,TCGA Tumor,STAD,-4.289150271,-3.515976976
TCGA-K1-A3PN-02,,TCGA Tumor,SARC,1.980308738,1.591690351
TCGA-K1-A3PN-01,,TCGA Tumor,SARC,1.98634943,1.590289045
TCGA-ED-A97K-01,,TCGA Tumor,LIHC,0.239410159,3.425480295
TCGA-2G-AAGV-01,,TCGA Tumor,TGCT,-3.903398547,-0.613729547
TARGET-10-PANXPE-04,,TCGA Tumor,Target-ALL,-8.19598535,-8.162356924
TCGA-DA-A1IA-06,,TCGA Tumor,SKCM,6.11194798,3.766405035
TCGA-HZ-A9TJ-06,,TCGA Tumor,PAAD,-3.208164487,-2.739679169
TCGA-CH-5788-01,,TCGA Tumor,PRAD,8.477548089,8.191450525
TCGA-TQ-A7RG-01,,TCGA Tumor,LGG,2.9668996,-10.5603996
TARGET-10-PARPNM-09,,TCGA Tumor,Target-ALL,-8.410086188,-8.332481932
TCGA-94-7557-01,,TCGA Tumor,LUSC,-5.212517772,1.644191791
TCGA-DJ-A3UV-01,,TCGA Tumor,THCA,11.36836382,0.436427195
TCGA-CN-5374-01,,TCGA Tumor,HNSC,-6.320156607,1.815279652
TCGA-G4-6299-01,,TCGA Tumor,COAD,-4.3972545,-3.509173225
TCGA-98-7454-01,,TCGA Tumor,LUSC,-0.992915067,-1.863585185
TCGA-BH-A0BV-01,,TCGA Tumor,BRCA,5.565289941,-1.633686255
TCGA-E2-A109-01,,TCGA Tumor,BRCA,5.649022546,-1.733378719
TARGET-50-CAAAAL-01,,TCGA Tumor,WT,-4.693270716,7.828704764
TCGA-G9-6336-01,,TCGA Tumor,PRAD,7.879618135,8.999089647
