gene,frequency_HCMI,frequency_TCGA,cancer_type,n_HCMI,n_TCGA
PIK3CA,0.4,0.3626373626373626,BRCA,10,91
TP53,0.3,0.34065934065934067,BRCA,10,91
CDH1,0.3,0.17582417582417584,BRCA,10,91
ZNF703,0.2,0.15384615384615385,BRCA,10,91
SMARCA4,0.2,0.01098901098901099,BRCA,10,91
SPTA1,0.2,0.054945054945054944,BRCA,10,91
PTEN,0.2,0.06593406593406594,BRCA,10,91
MGA,0.2,0.04395604395604396,BRCA,10,91
MYC,0.2,0.2857142857142857,BRCA,10,91
CREBBP,0.2,0.12087912087912088,BRCA,10,91
ERBB2,0.2,0.2087912087912088,BRCA,10,91
FLNA,0.2,0.01098901098901099,BRCA,10,91
APC,0.2,0.01098901098901099,BRCA,10,91
ASXL2,0.2,0.02197802197802198,BRCA,10,91
USP9X,0.1,0.01098901098901099,BRCA,10,91
ZCCHC12,0.1,0.01098901098901099,BRCA,10,91
ZMYM2,0.1,0.02197802197802198,BRCA,10,91
PTPRD,0.1,0.03296703296703297,BRCA,10,91
TLR4,0.1,0.02197802197802198,BRCA,10,91
TNFAIP3,0.1,0.01098901098901099,BRCA,10,91
TSC1,0.1,0.01098901098901099,BRCA,10,91
RUNX1,0.1,0.06593406593406594,BRCA,10,91
POLE,0.1,0.02197802197802198,BRCA,10,91
SMAD2,0.1,0.01098901098901099,BRCA,10,91
SMC3,0.1,0.01098901098901099,BRCA,10,91
SPOP,0.1,0.01098901098901099,BRCA,10,91
RET,0.1,0.02197802197802198,BRCA,10,91
STAG2,0.1,0.01098901098901099,BRCA,10,91
TAF1,0.1,0.03296703296703297,BRCA,10,91
TCF12,0.1,0.02197802197802198,BRCA,10,91
MSH6,0.1,0.02197802197802198,BRCA,10,91
MTOR,0.1,0.03296703296703297,BRCA,10,91
SPTAN1,0.1,0.02197802197802198,BRCA,10,91
NIPBL,0.1,0.02197802197802198,BRCA,10,91
NOTCH2,0.1,0.01098901098901099,BRCA,10,91
PIK3CB,0.1,0.01098901098901099,BRCA,10,91
PIK3R1,0.1,0.054945054945054944,BRCA,10,91
PLCB4,0.1,0.01098901098901099,BRCA,10,91
PLCG1,0.1,0.01098901098901099,BRCA,10,91
GATA3,0.1,0.18681318681318682,BRCA,10,91
MYH9,0.1,0.01098901098901099,BRCA,10,91
NCOR1,0.1,0.10989010989010989,BRCA,10,91
NF1,0.1,0.08791208791208792,BRCA,10,91
NFE2L2,0.1,0.01098901098901099,BRCA,10,91
MECOM,0.1,0.01098901098901099,BRCA,10,91
MED12,0.1,0.02197802197802198,BRCA,10,91
FAT1,0.1,0.01098901098901099,BRCA,10,91
FGFR1,0.1,0.12087912087912088,BRCA,10,91
FGFR2,0.1,0.02197802197802198,BRCA,10,91
FUBP1,0.1,0.01098901098901099,BRCA,10,91
GABRA6,0.1,0.01098901098901099,BRCA,10,91
KMT2C,0.1,0.06593406593406594,BRCA,10,91
KMT2D,0.1,0.03296703296703297,BRCA,10,91
HUWE1,0.1,0.03296703296703297,BRCA,10,91
MACF1,0.1,0.02197802197802198,BRCA,10,91
MAP2K4,0.1,0.03296703296703297,BRCA,10,91
MAP3K1,0.1,0.06593406593406594,BRCA,10,91
KMT2A,0.1,0.02197802197802198,BRCA,10,91
CASP8,0.1,0.01098901098901099,BRCA,10,91
CBFB,0.1,0.03296703296703297,BRCA,10,91
KRT222,0.1,0.01098901098901099,BRCA,10,91
LATS1,0.1,0.01098901098901099,BRCA,10,91
COL5A1,0.1,0.01098901098901099,BRCA,10,91
CUL3,0.1,0.04395604395604396,BRCA,10,91
DHX9,0.1,0.01098901098901099,BRCA,10,91
DIAPH2,0.1,0.01098901098901099,BRCA,10,91
CDK12,0.1,0.01098901098901099,BRCA,10,91
CDK4,0.1,0.03296703296703297,BRCA,10,91
CDKN2A,0.1,0.04395604395604396,BRCA,10,91
DMD,0.1,0.02197802197802198,BRCA,10,91
EGFR,0.1,0.04395604395604396,BRCA,10,91
EP300,0.1,0.01098901098901099,BRCA,10,91
ERBB3,0.1,0.02197802197802198,BRCA,10,91
ESR1,0.1,0.054945054945054944,BRCA,10,91
BRCA2,0.1,0.03296703296703297,BRCA,10,91
CHD4,0.1,0.02197802197802198,BRCA,10,91
CIC,0.1,0.01098901098901099,BRCA,10,91
BCL2L11,0.1,0.01098901098901099,BRCA,10,91
BRAF,0.1,0.02197802197802198,BRCA,10,91
ALK,0.1,0.01098901098901099,BRCA,10,91
ATM,0.1,0.04395604395604396,BRCA,10,91
ATR,0.1,0.01098901098901099,BRCA,10,91
ATRX,0.1,0.02197802197802198,BRCA,10,91
ABL1,0.1,0.02197802197802198,BRCA,10,91
ACVR2A,0.1,0.01098901098901099,BRCA,10,91
ARHGAP35,0.1,0.01098901098901099,BRCA,10,91
GNAQ,1.0,0.4888888888888889,UVM,1,45
HLA-A,1.0,0.045454545454545456,HNSC,1,22
SOX2,1.0,0.22727272727272727,HNSC,1,22
AJUBA,1.0,0.09090909090909091,HNSC,1,22
CD274,1.0,0.09090909090909091,HNSC,1,22
CDKN2A,1.0,0.4090909090909091,HNSC,1,22
DMD,1.0,0.09090909090909091,HNSC,1,22
EGFR,1.0,0.18181818181818182,HNSC,1,22
NOTCH1,1.0,0.18181818181818182,HNSC,1,22
PIK3CA,1.0,0.22727272727272727,HNSC,1,22
PTPRD,1.0,0.13636363636363635,HNSC,1,22
TERC,1.0,0.18181818181818182,HNSC,1,22
TP53,1.0,0.5909090909090909,HNSC,1,22
ZNF750,1.0,0.09090909090909091,HNSC,1,22
MCL1,1.0,0.2727272727272727,LIHC,1,11
MDM4,1.0,0.18181818181818182,LIHC,1,11
RIT1,1.0,0.2727272727272727,LIHC,1,11
SPTA1,1.0,0.09090909090909091,LIHC,1,11
CDKN1A,1.0,0.03636363636363636,KICH,1,55
CHD4,1.0,0.01818181818181818,KICH,1,55
PBRM1,0.5,0.2,KIRC,2,10
SETD2,0.5,0.2,KIRC,2,10
ARID1A,0.5,0.2,KIRC,2,10
VHL,0.5,0.3,KIRC,2,10
ARID1A,1.0,0.02857142857142857,LUSC,1,70
CCND1,1.0,0.17142857142857143,LUSC,1,70
CCND2,1.0,0.11428571428571428,LUSC,1,70
TP53,1.0,0.8142857142857143,LUSC,1,70
JAK2,1.0,0.014285714285714285,LUSC,1,70
KMT2D,1.0,0.24285714285714285,LUSC,1,70
KRAS,1.0,0.1,LUSC,1,70
USP9X,1.0,0.014285714285714285,LUSC,1,70
CDK6,1.0,0.04285714285714286,LUSC,1,70
CDKN2A,1.0,0.2857142857142857,LUSC,1,70
CUL3,1.0,0.04285714285714286,LUSC,1,70
LATS1,1.0,0.04285714285714286,LUSC,1,70
NF1,1.0,0.15714285714285714,LUSC,1,70
