case,tumor_id,tumor_n_wgd,tumor_fraction_diploid,model_id,model_type,model_n_wgd,model_fraction_diploid,cancer_type,loh_union,loh_match,loh_shared,loh_model,loh_tumor,cn_equal,cn_equal_wgd,cn_mean_sq_diff,cn_mean_sq_diff_wgd,cn_correlation,tumor_consensus_purity,tumor_consensus_ploidy,model_consensus_purity,model_consensus_ploidy,is_wgd_tumor,is_wgd_model,wgd_status
HCM-BROD-0472-C34,HCM-BROD-0472-C34-06B,1,0.015445885582046176,HCM-BROD-0472-C34-85M,model,1,0.01555352241537054,SCLC,0.3468058769710995,0.9903786468032278,0.9966632581669447,0.0004305473332974544,0.002906194499757817,0.8418021175067104,0.8418021175067104,0.3561922159260364,0.3561922159260364,0.8907210385461617,0.8319625,3.063898515,0.989804167,2.97486933,True,True,Both WGD
HCM-BROD-0477-C16,HCM-BROD-0477-C16-06A,1,0.0259225373589509,HCM-BROD-0477-C16-85M,model,1,0.1385644834328974,STAD,0.12449993721184723,0.8213256484149856,0.9777550544462982,0.009848770249179269,0.012396175304522541,0.5690135612112205,0.5690135612112205,0.6136169422255248,0.6136169422255248,0.6664053500356134,0.3841706,3.48,0.976,3.18456131,True,True,Both WGD
HCM-BROD-0483-C16,HCM-BROD-0483-C16-06A,1,0.1880236083454425,HCM-BROD-0483-C16-85M,model,1,0.2151480903431821,STAD,0.2000789336777712,0.9297946740787232,0.9859533932511706,0.001345460416554545,0.012701146332274904,0.8554566239753146,0.8554566239753146,0.16904288343216164,0.16904288343216164,0.9255578710688205,0.472121667,2.898781944,0.996,2.6625,True,True,Both WGD
HCM-BROD-0483-C16,HCM-BROD-0483-C16-07A,1,0.26846420178318353,HCM-BROD-0483-C16-85N,model,1,0.21202662217677556,STAD,0.2263961394255781,0.8634706814580032,0.9690902893636869,0.02703478463663599,0.0038749259996770894,0.8722963729803676,0.8722963729803676,0.14870410766443598,0.14870410766443598,0.9277508577142272,0.440446667,2.863333333,0.975099667,2.6275,True,True,Both WGD
HCM-BROD-0485-C15,HCM-BROD-0485-C15-06A,0,0.5207290601510504,HCM-BROD-0485-C15-85M,model,0,0.5593168648978347,ESCA,0.18752130312326212,0.940399885200421,0.988823708806487,0.008126580915989452,0.0030497102775236353,0.9071707424867413,0.9071707424867413,0.10500147318797878,0.10500147318797878,0.9300222504666074,0.815870667,2.199307506,0.986,2.0825,False,False,Both diploid
HCM-BROD-0489-C15,HCM-BROD-0489-C15-06A,0,0.9946002188615611,HCM-BROD-0489-C15-85M,model,1,0.03491021294153526,ESCA,0.6179968785318336,0.00026125576939824087,0.38216457671815296,0.6177098469763019,0.00012557630554509087,0.5851460183651964,0.10798961312659942,0.7914345928044558,2.9248457022429624,0.026830212128748872,0.25,1.953080465,0.958776167,2.5525,False,True,Model WGD
HCM-BROD-0557-C43,HCM-BROD-0557-C43-06A,1,0.04696553827386398,HCM-BROD-0557-C43-85M,model,1,0.0004305473332974544,SKCM,0.12839280268374503,0.9884029621349728,0.9985110238056797,0.00014351577776581812,0.001345460416554545,0.5530122924383996,0.5530122924383996,0.7801736053519102,0.7801736053519102,0.6389219014904015,0.726,3.835,0.981134833,3.532938258,True,True,Both WGD
HCM-BROD-0561-C43,HCM-BROD-0561-C43-06A,0,0.6898085858314048,HCM-BROD-0561-C43-85M,model,1,0.0564555190786287,SKCM,0.22704196042552427,0.8348609355246523,0.96250650305868,0.03609421810810326,0.0013992788332167268,0.0993947175348496,0.48741746148202497,2.1836573734409392,1.8563096111518709,0.8058655031162124,0.8873375,1.917456832,0.971529,3.256773548,False,True,Model WGD
HCM-BROD-0569-C43,HCM-BROD-0569-C43-06A,2,0.00557917586064618,HCM-BROD-0569-C43-85M,model,1,0.025904597886730173,SKCM,0.25018387959026245,0.8902194177541948,0.9725346680300666,0.017024559137470176,0.01044077283246327,0.5233310191106076,0.025596521357839734,1.1103518836554975,15.337029999634597,0.6070040535575288,0.3779155,4.290875099,0.9926945,3.755868795,True,True,Both WGD
HCM-BROD-0577-C15,HCM-BROD-0577-C15-06A,0,0.6089374450603663,HCM-BROD-0577-C15-85M,model,1,0.12048149543440433,ESCA,0.3914572233284897,0.5635855368681545,0.8291624060420143,0.01838795902624545,0.1524496349317403,0.020712464432208713,0.46151287831196186,2.1115812423783304,0.7422120394663907,0.6398127112678663,0.1618375,1.47,0.985198833,2.881985285,False,True,Model WGD
HCM-BROD-0578-C15,HCM-BROD-0578-C15-06A,0,0.98618660639004,HCM-BROD-0578-C15-85M,model,0,0.7178659203846223,ESCA,0.18276734298476938,0.0019630938358853552,0.8175914464596452,0.1822470982903683,0.0001614552499865454,0.8456769436997319,0.8456769436997319,0.3333891867739053,0.3333891867739053,0.7289967750279897,0.1,4.09,0.990442333,1.925374318,False,False,Both diploid
HCM-BROD-0579-C16,HCM-BROD-0579-C16-06A,1,0.0332239025527869,HCM-BROD-0579-C16-85M,model,1,0.06996394166083633,STAD,0.0971781210196796,0.9634484031751892,0.996447984500296,0.0007175788888290907,0.002834436610874908,0.8559318903745291,0.8559318903745291,0.23210460220137402,0.23210460220137402,0.9381201609575275,0.495256888,3.74189207,0.97515486,3.364102989,True,True,Both WGD
HCM-BROD-0594-C43,HCM-BROD-0594-C43-06A,1,0.17996878531833593,HCM-BROD-0594-C43-85M,model,1,0.1284286816281865,SKCM,0.2006709362610552,0.9712140175219024,0.9942234899449258,0.0011301867499058178,0.004646323305168362,0.7113682277318641,0.7113682277318641,0.419504132231405,0.419504132231405,0.8108542534072652,0.748472167,3.030224479,0.979537333,2.846930583,True,True,Both WGD
HCM-BROD-0595-C43,HCM-BROD-0595-C43-06A,1,0.00039466838885599985,HCM-BROD-0595-C43-85M,model,1,0.00044848680551818167,SKCM,0.4203397736038606,0.99364090307712,0.9973270186391117,0.000807276249932727,0.0018657051109556358,0.8472478862198332,0.8472478862198332,0.16102058719226534,0.16102058719226534,0.9211111862994181,0.954284333,3.053606662,0.992087667,3.179232715,True,True,Both WGD
HCM-BROD-0596-C43,HCM-BROD-0596-C43-06A,1,0.0004126078610767271,HCM-BROD-0596-C43-85O,model,1,0.00044848680551818167,SKCM,0.1870369373733025,0.9928064454248993,0.9986545395834454,0.0003229104999730908,0.0010225499165814542,0.8153459626987475,0.8153459626987475,0.29371527077334997,0.29371527077334997,0.8611951545699523,0.8870755,3.818945565,0.992,3.49,True,True,Both WGD
HCM-BROD-0597-C64,HCM-BROD-0597-C64-01B,0,0.9749026783632025,HCM-BROD-0597-C64-85A,model,0,0.9755843783075901,WT,0.017688319609637085,0.9665314401622718,0.999407997416716,0.00039466838885599985,0.00019733419442799992,0.9952824220515137,0.9952824220515137,0.005097153185720741,0.005097153185720741,0.357082437551141,0.6025,2.01,0.967759775,2.073680833,False,False,Both diploid
HCM-BROD-0613-C71,HCM-BROD-0613-C71-01A,0,0.631451482697379,HCM-BROD-0613-C71-85A,model,0,0.5729688032578082,GBM,0.20207021509427192,0.5426136363636364,0.9075758391188131,0.04861596971817089,0.043808191163015986,0.516392992476248,0.516392992476248,0.707452358723708,0.707452358723708,0.36866173251896867,0.842255,2.141726296,0.990759,2.325179739,False,False,Both diploid
HCM-BROD-0614-C71,HCM-BROD-0614-C71-01A,0,0.8221301329314892,HCM-BROD-0614-C71-85B,model,0,0.8169097465152575,GBM,0.08110435390990797,0.9617341296173413,0.9968964713058142,0.002852376083095635,0.00025115261109018175,0.9842250153946462,0.9842250153946462,0.016155322925345023,0.016155322925345023,0.9562279244770834,0.813332,2.016121285,0.9911205,1.976826342,False,False,Both diploid
HCM-BROD-0615-C16,HCM-BROD-0615-C16-06A,2,0.0025474050553432716,HCM-BROD-0615-C16-85M,model,2,0.0010584288610229087,STAD,0.36131890999766786,0.9818777617794548,0.9934520926394346,0.0019912814165007264,0.004556625944064726,0.7962875082134774,0.7962875082134774,0.33813973862889685,0.33813973862889685,0.9612355878724579,0.500777805,4.290178749,0.990845889,4.225397928,True,True,Both WGD
HCM-BROD-0642-C43,HCM-BROD-0642-C43-06A,1,0.08158871965986761,HCM-BROD-0642-C43-85N,model,0,0.9360816604775487,SKCM,0.27280555406059953,0.0009206286578549352,0.7274455985504906,8.969736110363634e-05,0.27246470408840573,0.356479217603912,0.32527392918590964,1.832581725980259,1.9229919405958527,0.25022111698923144,0.9112835,3.095139633,0.353333333,2.10351972,True,False,Tumor WGD
HCM-BROD-0643-C43,HCM-BROD-0643-C43-06A,0,0.5131944818183449,HCM-BROD-0643-C43-85N,model,1,0.0005561236388425452,SKCM,0.2300737312308272,0.9719298245614035,0.9935417900005382,0.0014710367220996357,0.00498717327736218,0.03159236610194543,0.4316145361834205,3.74173702588357,1.513865538455854,0.7261283610044896,0.342712,2.096323239,0.991475667,3.761278745,False,True,Model WGD
HCM-BROD-0644-C25,HCM-BROD-0644-C25-06B,1,0.2516010978956999,HCM-BROD-0644-C25-85M,model,1,0.32787973377823226,PAAD,0.3262113628617046,0.8016388033435987,0.9352923236998367,0.0076601546382505424,0.05704752166191271,0.8029890290320173,0.8029890290320173,0.21837450556011642,0.21837450556011642,0.8846499351772618,0.533052333,2.596666667,0.978775333,2.513353357,True,True,Both WGD
HCM-BROD-0648-C71,HCM-BROD-0648-C71-02A,0,0.8230271065425255,HCM-BROD-0648-C71-85R,model,0,0.8261665141811528,GBM,0.13980230701612759,0.6403182343128448,0.9497156593653014,0.002565344527563999,0.04771899610713453,0.9450168074861451,0.9450168074861451,0.06003452348505497,0.06003452348505497,0.7102083493961842,0.868768333,2.044668771,0.997018667,2.100886206,False,False,Both diploid
HCM-BROD-0650-C56,HCM-BROD-0650-C56-06A,1,0.1774572592074341,HCM-BROD-0650-C56-85N,model,1,0.18036345370719192,OV,0.3392892381106148,0.9602918627399143,0.9865274563622338,0.0017760077498519993,0.011696535887914177,0.9887970820306684,0.9887970820306684,0.0188514217656692,0.0188514217656692,0.986482426937277,0.873423895,2.52591916,0.979849058,2.56,True,True,Both WGD
HCM-BROD-0679-C43,HCM-BROD-0679-C43-06A,0,0.8500260122347201,HCM-BROD-0679-C43-85M,model,0,0.8483935202626339,SKCM,0.08279066429865634,0.9798483206933911,0.9983316290834724,0.00012557630554509087,0.0015427946109825448,0.9738233493497579,0.9738233493497579,0.027512383355286347,0.027512383355286347,0.8827362523752088,0.848464333,2.034552074,0.9809535,1.965548521,False,False,Both diploid
HCM-BROD-0681-C71,HCM-BROD-0681-C71-02A,0,0.7685628688803975,HCM-BROD-0681-C71-85R,model,0,0.7660692822417164,GBM,0.12575570026729813,0.9172610556348074,0.9895951061119782,0.0029420734441992715,0.007462820443822543,0.9826183499262873,0.9826183499262873,0.02003894945670968,0.02003894945670968,0.9573865234277382,0.867536833,2.029241209,0.9741885,1.973924347,False,False,Both diploid
HCM-BROD-0685-C71,HCM-BROD-0685-C71-01A,0,0.8059487289883932,HCM-BROD-0685-C71-85A,model,1,0.017634501192974904,GBM,0.19216762642843047,0.5602128454070202,0.9154871463681539,0.06886963385537198,0.015643219776474176,0.10492727272727273,0.5914545454545455,2.881490909090909,0.8930727272727272,0.5766698414499525,0.538128,2.036714709,0.979475667,3.42,False,True,Model WGD
HCM-BROD-0689-C71,HCM-BROD-0689-C71-02A,0,0.45605726279532854,HCM-BROD-0689-C71-85R,model,0,0.45638017329530167,GBM,0.41497587140986314,0.8005792841085941,0.9172452146457851,0.058895287300647615,0.023859498053567265,0.7843669724770642,0.7843669724770642,0.21961467889908257,0.21961467889908257,0.6948909181278559,0.483091333,2.260240229,0.983631,2.090444194,False,False,Both diploid
HCM-BROD-0693-C71,HCM-BROD-0693-C71-01A,1,0.0006816999443876361,HCM-BROD-0693-C71-85A,model,0,0.7431246972714063,GBM,0.12374647937857668,0.5139170774137432,0.9398489496439014,0.0030855892219650897,0.05706546113413343,0.10625891127115855,0.506982780682192,3.46420867912112,1.353434723796293,0.3514295233514254,0.709797667,3.747899346,0.998,2.07,True,False,Tumor WGD
HCM-BROD-0694-C43,HCM-BROD-0694-C43-06A,0,0.6742012449993722,HCM-BROD-0694-C43-85N,model,0,0.9927165742783848,SKCM,0.30332059630805663,0.0010054412112609416,0.6969843747196958,3.587894444145453e-05,0.3029797463358628,0.796211482797787,0.796211482797787,0.20472282270179168,0.20472282270179168,0.058640048919326615,0.656441667,1.867025314,0.53,2.003095763,False,False,Both diploid
HCM-BROD-0695-C71,HCM-BROD-0695-C71-02B,0,0.8263279694311393,HCM-BROD-0695-C71-85R,model,0,0.8225606802647866,GBM,0.06537143677233016,0.9324917672886938,0.9955868898337011,0.0019195235276178175,0.00249358663868109,0.9750571872998445,0.9750571872998445,0.233305883429408,0.233305883429408,0.6472468135188771,0.2776845,2.04,0.995,1.995612146,False,False,Both diploid
HCM-BROD-0701-C43,HCM-BROD-0701-C43-06B,2,0.004215775971870907,HCM-BROD-0701-C43-85M,model,0,0.9930215453061371,SKCM,0.02644278205335199,0.007462686567164179,0.973754552141076,0.00023321313886945447,0.026012234720054535,0.004536903839769835,0.016450887093799566,8.732802183615506,12.936188263066652,0.0430834674849273,0.54,4.75456923,0.42,1.967185454,True,False,Tumor WGD
HCM-BROD-0709-C64,HCM-BROD-0709-C64-01A,0,0.7928887932117037,HCM-BROD-0709-C64-85B,model,0,0.7949697719893081,KIRC,0.14622463807114794,0.9915347810084653,0.9987621764167698,0.0007175788888290907,0.0005202446944010907,0.9982870783752756,0.9982870783752756,0.00207737303424021,0.00207737303424021,0.994416504813294,0.8962545,1.964410528,0.857650333,1.892188617,False,False,Both diploid
HCM-BROD-0710-C43,HCM-BROD-0710-C43-06C,0,0.8086934682381645,HCM-BROD-0710-C43-85M,model,0,0.7142780259404768,SKCM,0.11373625387941087,0.5665615141955836,0.9507023303374414,0.04633765674613853,0.002960012916419999,0.8177694381694964,0.8177694381694964,0.43306857101216933,0.43306857101216933,0.37683327972006797,0.326991052,2.024569049,0.985398383,2.102284259,False,False,Both diploid
HCM-BROD-0711-C64,HCM-BROD-0711-C64-01A,0,0.6536067308899772,HCM-BROD-0711-C64-85B,model,0,0.6530147283066933,KICH,0.3133846402238846,0.9976529852882249,0.9992644816389502,0.0003049710277523635,0.0004305473332974544,0.9993870118631234,0.9993870118631234,0.0006670753254245845,0.0006670753254245845,0.9987082063039256,0.953351699,1.766468001,0.66603641,1.710922138,False,False,Both diploid
HCM-BROD-0716-C43,HCM-BROD-0716-C43-06B,0,0.8045673896273972,HCM-BROD-0716-C43-85N,model,0,0.7522738281039771,SKCM,0.10858762535206214,0.9857921691723113,0.9984572053890175,0.0006996394166083634,0.0008431551943741815,0.9281394586323728,0.9281394586323728,0.07513934933877373,0.07513934933877373,0.830812302295153,0.681961667,1.971734774,0.9733405,1.9725,False,False,Both diploid
HCM-BROD-0719-C43,HCM-BROD-0719-C43-06B,2,0.0003408499721938181,HCM-BROD-0719-C43-85N,model,0,0.8854564698706564,SKCM,0.21069910123244173,0.0006811409110259685,0.7894444145453241,5.38184166621818e-05,0.21050176703801374,0.05892180886611718,0.05866191430905176,14.932297467884458,15.83199673275414,0.21547072055155936,0.15,4.87856122,0.6,2.131601082,True,False,Tumor WGD
HCM-BROD-0724-C43,HCM-BROD-0724-C43-06A,2,0.00035878944441454535,HCM-BROD-0724-C43-85M,model,2,0.01600200922088872,SKCM,0.23547351236926609,0.9897150693280512,0.9975781712502019,0.0014530972498789086,0.0009687314999192723,0.7578966789667897,0.7578966789667897,0.3127859778597786,0.3127859778597786,0.9408012321702548,0.927579292,4.103036017,0.995094917,3.969089818,True,True,Both WGD
HCM-BROD-0745-C43,HCM-BROD-0745-C43-06B,1,0.06951545485531815,HCM-BROD-0745-C43-85M,model,1,0.08571479827063488,SKCM,0.2847711820318246,0.9302003275796901,0.9801230647794342,0.016916922304145814,0.002960012916419999,0.45781414896965433,0.45781414896965433,0.6541074966210587,0.6541074966210587,0.6420190449454496,0.4667085,3.144644652,0.972,3.0025,True,True,Both WGD
HCM-BROD-0758-C43,HCM-BROD-0758-C43-06A,1,0.0008790341388156361,HCM-BROD-0758-C43-85N,model,1,0.0006816999443876361,SKCM,0.25707263692302174,0.9848569434752268,0.9961071345281022,0.0019374629998385447,0.001955402472059272,0.9104088194763436,0.9104088194763436,0.2363803399173174,0.2363803399173174,0.9519554734216296,0.952507167,3.589257918,0.990558,3.521668614,True,True,Both WGD
HCM-BROD-0762-C49,HCM-BROD-0762-C49-01A,0,0.9942055504727051,HCM-BROD-0762-C49-85B,model,0,0.9941696715282636,DEST,0.0003408499721938181,0.8421052631578947,0.9999461815833378,1.7939472220727265e-05,3.587894444145453e-05,0.9999098059023017,0.9999098059023017,9.019409769824663e-05,9.019409769824663e-05,0.953443599682226,1.0,2.008780313,0.9,2.122865576,False,False,Both diploid
HCM-BROD-0783-C71,HCM-BROD-0783-C71-02A,0,0.8112408732935077,HCM-BROD-0783-C71-85R,model,0,0.7779093339073965,GBM,0.18696517948441957,0.8293993475340625,0.9681036183915469,0.028667276608722172,0.003229104999730908,0.8780456690904452,0.8780456690904452,0.12470613963151277,0.12470613963151277,0.7283264873656171,0.773675797,1.960139713,0.955236615,1.759070081,False,False,Both diploid
HCM-BROD-0793-C15,HCM-BROD-0793-C15-06A,0,0.4989864198195289,HCM-BROD-0793-C15-85M,model,0,0.5426869741492205,ESCA,0.4291839334086791,0.710876107674302,0.8759126706492295,0.08915917693701451,0.034928152413755985,0.650210103478277,0.650210103478277,0.7350104588956147,0.7350104588956147,0.7642355464167306,0.966657167,2.002174359,0.976,1.62,False,False,Both diploid
HCM-BROD-0794-C16,HCM-BROD-0794-C16-06B,0,0.8550490644565237,HCM-BROD-0794-C16-85M,model,0,0.8543135460954738,STAD,0.09943849451949123,0.9843045282338084,0.9984392659167968,0.00037672891663527257,0.0011840051665679995,0.9987536200007332,0.9987536200007332,0.002346127057443455,0.002346127057443455,0.9748035235646217,0.859165642,2.096497643,0.995371628,2.037533228,False,False,Both diploid
HCM-BROD-0830-C71,HCM-BROD-0830-C71-02A,1,0.12681412912832105,HCM-BROD-0830-C71-85R,model,1,0.12640152126724433,GBM,0.11782645354573669,0.9461023142509135,0.9936494268338626,0.00028703155553163625,0.006063541610605816,0.6999020532540086,0.6999020532540086,0.3142276717695712,0.3142276717695712,0.8168440903155043,0.69,3.269478502,0.99,3.175,True,True,Both WGD
HCM-BROD-0831-C71,HCM-BROD-0831-C71-01A,0,0.8055361211273164,HCM-BROD-0831-C71-85B,model,0,0.815564286098703,GBM,0.13716520459968068,0.9812974104106722,0.997434655472436,0.0004305473332974544,0.0021347971942665446,0.9878480094313956,0.9878480094313956,0.013203953931259636,0.013203953931259636,0.9598829821322764,0.837151167,1.918826006,0.9975185,1.91537609,False,False,Both diploid
HCM-BROD-0834-C43,HCM-BROD-0834-C43-06A,0,0.8823170622320291,HCM-BROD-0834-C43-85M,model,0,0.8900130958147211,SKCM,0.055145937606515615,0.933636955107352,0.9963403476669717,0.0019733419442799992,0.001686310388748363,0.9920752305304483,0.9920752305304483,0.017584223500410848,0.017584223500410848,0.9735541723268795,0.562657833,2.144793008,0.988333333,2.007507261,False,False,Both diploid
HCM-BROD-0869-C43,HCM-BROD-0869-C43-06A,0,0.9803921568627451,HCM-BROD-0869-C43-85A,model,1,0.11786233249017813,SKCM,0.18452541126240066,0.0013610733035193468,0.8157257413486895,0.18398722709577883,0.00028703155553163625,0.22242976688583382,0.24719814704124327,2.988456365809922,1.6274095935445307,0.011088452386153944,0.34596607,2.082593563,0.46,3.3,False,True,Model WGD
HCM-BROD-0870-C43,HCM-BROD-0870-C43-06B,1,0.0008431551943741815,HCM-BROD-0870-C43-85N,model,0,0.9949231293615342,SKCM,0.20978418814918465,0.0006841115101761587,0.7903593276285812,0.00014351577776581812,0.209497156593653,0.15899000602926935,0.5181517548827946,5.768786655217145,2.0281548608700417,0.027006010566650564,0.56638252,4.52858749,0.88,2.0,True,False,Tumor WGD
HCM-BROD-0871-C49,HCM-BROD-0871-C49-06B,0,0.7635398166585939,HCM-BROD-0871-C49-85M,model,0,0.7613332615754445,SARC,0.1669267890138672,0.9622783449758194,0.9937032452505248,0.003641712860807635,0.0026550418886676355,0.9798256080770996,0.9798256080770996,0.021973382285452044,0.021973382285452044,0.9687512710925883,0.908359227,1.857084065,0.987350859,1.934977897,False,False,Both diploid
HCM-BROD-0873-C43,HCM-BROD-0873-C43-01A,1,0.0007893367777119997,HCM-BROD-0873-C43-85B,model,1,0.03406705774716108,SKCM,0.16608363381949304,0.933246921581335,0.9889134061675906,0.00229625244425309,0.00879034138815636,0.4033323081932811,0.4033323081932811,0.662083687609675,0.662083687609675,0.5810825641796822,0.504590128,3.333333333,0.533295229,3.256132795,True,True,Both WGD
HCM-BROD-0874-C43,HCM-BROD-0874-C43-06A,2,0.0026191629442261807,HCM-BROD-0874-C43-85N,model,1,0.05256265360673089,SKCM,0.4766876558491649,0.7939560439560439,0.9017813895915182,0.07211667832732362,0.026101932081158172,0.2399557961377812,0.2239974526587874,2.3158890408136505,5.881979433965798,0.448653795003639,0.774793836,3.883970883,0.996438926,3.063739023,True,True,Both WGD
HCM-BROD-0954-C34,HCM-BROD-0954-C34-01A,1,0.1229033241842025,HCM-BROD-0954-C34-85A,model,1,0.06982042588307052,LUAD,0.3321313886945446,0.8680998163551906,0.9561918088369841,0.03772671008018944,0.006081481082826543,0.6335814417376208,0.6335814417376208,0.41063480043588274,0.41063480043588274,0.803665522177658,0.286912275,2.916230711,0.997122091,2.902529133,True,True,Both WGD
HCM-BROD-0955-C15,HCM-BROD-0955-C15-06A,1,0.22244945553701811,HCM-BROD-0955-C15-85B,model,1,0.22117575300934647,ESCA,0.27947903772671007,0.9812568200783105,0.9947616741115476,0.001345460416554545,0.003892865471897817,0.9464057137556813,0.9464057137556813,0.06902884704572859,0.06902884704572859,0.9668730332313451,0.6919247,2.657161151,0.992282586,2.687756218,True,True,Both WGD
HCM-BROD-0959-C18,HCM-BROD-0959-C18-06A,1,0.07279837827171125,HCM-BROD-0959-C18-85B,model,1,0.07861076727122689,COAD,0.49518325170873473,0.9631199507299931,0.9817376172792996,0.0014530972498789086,0.016809285470821448,0.9201731986232929,0.9201731986232929,0.09451907775433922,0.09451907775433922,0.9714945684664964,0.293499714,3.005288593,0.993680708,2.983391434,True,True,Both WGD
HCM-BROD-0960-C16,HCM-BROD-0960-C16-06A,1,0.0035520154997039986,HCM-BROD-0960-C16-85A,model,0,0.8562330696230916,STAD,0.03150171321959708,0.224373576309795,0.9755664388353694,0.015571461887591268,0.00886209927703927,0.03753611033454478,0.5347311527350667,3.4530053117137265,1.2669462305470134,0.20562116410997952,0.840360739,3.788987112,0.994931379,2.070922029,True,False,Tumor WGD
HCM-BROD-0962-C16,HCM-BROD-0962-C16-06A,0,0.828983011319807,HCM-BROD-0962-C16-85A,model,0,0.8051414527384604,STAD,0.15347218484832176,0.9157218001168907,0.9870656405288556,0.008341854582638178,0.00459250488850618,0.9029777274162688,0.9029777274162688,0.1729608232868315,0.1729608232868315,0.7608497732122438,0.159542653,2.007954058,0.949698656,1.68,False,False,Both diploid
HCM-BROD-1078-C49,HCM-BROD-1078-C49-06B,0,0.8079220709326732,HCM-BROD-1078-C49-85B,model,0,0.9846258723068367,SARC,0.1330391259889134,0.0296655879180151,0.8709075578996466,0.006260875805033816,0.12283156629531959,0.8345301563123345,0.8345301563123345,0.2369165487977369,0.2369165487977369,-0.18300496548372677,0.959437875,1.918962012,1.0,1.850649457,False,False,Both diploid
HCM-BROD-1119-C43,HCM-BROD-1119-C43-06A,0,0.9060689234522721,HCM-BROD-1119-C43-85B,model,0,0.9061944997578171,UVM,0.035053728719301076,0.9907881269191402,0.9996770895000269,8.969736110363634e-05,0.00023321313886945447,0.9994934968614895,0.9994934968614895,0.0008321122989815669,0.0008321122989815669,0.9968933791125162,0.986073463,2.098809163,0.999166487,2.047726928,False,False,Both diploid
HCM-BROD-1121-C71,HCM-BROD-1121-C71-01A,0,0.8034192634052706,HCM-BROD-1121-C71-85A,model,0,0.7534219543261037,GBM,0.10733186229661124,0.8873474845395287,0.9879087957232299,0.0013633998887752723,0.010727804387994906,0.9460250663251304,0.9460250663251304,0.0666178757661696,0.0666178757661696,0.8414829389879382,0.555471944,1.972893273,0.991509372,2.048568219,False,False,Both diploid
HCM-BROD-1123-C71,HCM-BROD-1123-C71-02A,0,0.8697953106219615,HCM-BROD-1123-C71-85A,model,0,0.8454155678739932,GBM,0.09070197154799706,0.7175632911392406,0.9743824336688015,0.025097321636797447,0.0005202446944010907,0.9512424324568537,0.9512424324568537,0.04955272431553266,0.04955272431553266,0.8474642098442308,0.361416251,1.959339292,0.98195006,1.842954769,False,False,Both diploid
HCM-BROD-1124-C16,HCM-BROD-1124-C16-06A,0,0.5966309671169474,HCM-BROD-1124-C16-85B,model,0,0.6912796225535045,STAD,0.24952011911809555,0.7159393198648357,0.9291211452559066,0.03582512602479235,0.035053728719301076,0.8027905268955389,0.8027905268955389,0.2052322379291353,0.2052322379291353,0.7826159335403307,0.463105956,1.910955419,0.992914966,1.727555484,False,False,Both diploid
HCM-BROD-1128-C15,HCM-BROD-1128-C15-06A,1,0.34070645641605224,HCM-BROD-1128-C15-85B,model,1,0.3418366431659581,ESCA,0.2746353802271137,0.9723038735384414,0.9923936637784116,0.0023859498053567262,0.005220386416231635,0.9636720397572023,0.9636720397572023,0.0593607305936073,0.0593607305936073,0.986584818844193,0.293993527,2.746739841,0.30061258,2.818922194,True,True,Both WGD
HCM-BROD-1186-C64,HCM-BROD-1186-C64-01A,1,0.10993308576861668,HCM-BROD-1186-C64-85B,model,1,0.04996143013472543,KIRC,0.07681682004915415,0.9878561419897244,0.9990671474445222,0.0002152736666487272,0.0007175788888290907,0.6759143637910129,0.6759143637910129,0.3269992942070688,0.3269992942070688,0.7211802997729675,0.601754104,3.172633903,0.93749683,3.280941107,True,True,Both WGD
HCM-CSHL-0056-C18,HCM-CSHL-0056-C18-01B,0,0.9851640564734585,HCM-CSHL-0056-C18-85B,model,0,0.9865992142511167,COAD,0.006063541610605816,0.8846153846153846,0.9993003605833917,0.0005920025832839998,0.0001076368333243636,0.9969033519856576,0.9969033519856576,0.0032053023306350846,0.0032053023306350846,0.8012935166736695,1.0,2.136666667,1.0,1.98,False,False,Both diploid
HCM-CSHL-0057-C18,HCM-CSHL-0057-C18-01B,1,0.36919433830256715,HCM-CSHL-0057-C18-85B,model,1,0.4227077839369966,COAD,0.15515849523707012,0.992253439704012,0.9987980553612112,0.0005740631110632725,0.0006278815277254543,0.9099035393095445,0.9099035393095445,0.12137365825355381,0.12137365825355381,0.9351717288074225,0.712273,2.713333333,0.990713833,2.574699354,True,True,Both WGD
HCM-CSHL-0058-C34,HCM-CSHL-0058-C34-01B,0,0.8267405772922161,HCM-CSHL-0058-C34-85C,model,0,0.9751717704465135,LUAD,0.11902839818452542,0.0021100226073850793,0.8812227544265647,0.00019733419442799992,0.11857991137900722,0.8277656326220889,0.8277656326220889,0.2105006413846682,0.2105006413846682,0.591732040493467,0.3480562,2.033333333,0.356666667,1.97894141,False,False,Both diploid
HCM-CSHL-0059-C25,HCM-CSHL-0059-C25-01A,0,0.7471790179932907,HCM-CSHL-0059-C25-85A,model,0,0.820892309348259,PAAD,0.1684337046804083,0.44253914154862073,0.9061048023967135,0.03885689683009526,0.05503830077319125,0.8289397028837752,0.8289397028837752,0.186152781823478,0.186152781823478,0.7515499236752565,0.2242254,2.13,0.996,1.971300134,False,False,Both diploid
